location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
#country+code,#meta+has_hrp,#meta+in_gho,#adm1+name+provider,#adm2+name+provider,#adm1+code,#adm1+name,#adm2+code,#adm2+name,#adm+level,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#date+start,#date+end
LKA,False,False,Western,Colombo,LK1,Western,LK11,Colombo,2,Colombo City,6.93,79.85,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,549.33,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,159.35,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,339.2,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.33,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1404.84,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,pulses and nuts,Beans,KG,actual,Retail,LKR,242.22,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,pulses and nuts,Lentils,KG,actual,Retail,LKR,357.27,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Bananas,KG,actual,Retail,LKR,247.5,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Carrots,KG,actual,Retail,LKR,203.33,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,119,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,385.17,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Papaya,KG,actual,Retail,LKR,342.07,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,619.57,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,275.38,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,306.54,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2366.67,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1194.64,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,523.33,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2238.4,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1253.33,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,886.67,2023-03-15,2023-04-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1832.17,2023-03-15,2023-04-14
LKA,False,False,Western,Colombo,LK1,Western,LK11,Colombo,2,Colombo City,6.93,79.85,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1391.11,2023-04-15,2023-05-14
LKA,False,False,Western,Colombo,LK1,Western,LK11,Colombo,2,Colombo City,6.93,79.85,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,546.6,2023-04-15,2023-05-14
LKA,False,False,Western,Colombo,LK1,Western,LK11,Colombo,2,Colombo City,6.93,79.85,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,984.81,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,195.77,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,360,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,51.5,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1368.28,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Carrots,KG,actual,Retail,LKR,254.81,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,116.11,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,264.83,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,124.83,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Papaya,KG,actual,Retail,LKR,255.19,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,446,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,133.57,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,298.52,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2403.45,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1204.62,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,640.8,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2463.64,2023-04-15,2023-05-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1309.09,2023-04-15,2023-05-14
LKA,False,False,Western,Colombo,LK1,Western,LK11,Colombo,2,Colombo City,6.93,79.85,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,531.95,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,161.5,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,pulses and nuts,Beans,KG,actual,Retail,LKR,340,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,pulses and nuts,Lentils,KG,actual,Retail,LKR,284.3,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,89.7,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,244,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,578.75,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,280,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Economic Centre - Peliyagoda,6.97,79.89,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,263,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1641,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,875.83,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,424,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1424,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1203,2023-05-15,2023-06-14
LKA,False,False,Western,Gampaha,LK1,Western,LK12,Gampaha,2,Fish market-Peliyagoda,6.97,79.89,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1633,2023-05-15,2023-06-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,215,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,371,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.75,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.4,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1240,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1235,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1850,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1550,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1431,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1212,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1475.5,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,907,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,pulses and nuts,Lentils,KG,actual,Retail,LKR,317.5,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Bananas,KG,actual,Retail,LKR,178,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,346.5,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Carrots,KG,actual,Retail,LKR,503,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,76.5,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,417,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,130,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,520,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Papaya,KG,actual,Retail,LKR,187,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,283,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,373,2023-06-15,2023-07-14
LKA,False,False,Central,Kandy,LK2,Central,LK21,Kandy,2,Kandy,7.29,80.59,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,267,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,188.53,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,213.1,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.2,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,52.75,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1300,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,997.5,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2162.5,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2703.12,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1475,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1330,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2450,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1145,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,pulses and nuts,Beans,KG,actual,Retail,LKR,498,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,834.38,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,pulses and nuts,Lentils,KG,actual,Retail,LKR,286,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Bananas,KG,actual,Retail,LKR,125,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,368,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,340,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,427,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Papaya,KG,actual,Retail,LKR,159.5,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,384,2023-06-15,2023-07-14
LKA,False,False,Central,Matale,LK2,Central,LK22,Matale,2,Matale,7.47,80.62,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,355,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,199.11,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,333.89,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215.71,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.59,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1082.67,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2200,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1395,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1499.5,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1196.75,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,pulses and nuts,Beans,KG,actual,Retail,LKR,438.5,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,252.5,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,302.25,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,127.1,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,470,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,442.5,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,263,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Hanguranketha,7.18,80.78,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,222,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,221.33,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,cereals and tubers,Rice (white),KG,actual,Retail,LKR,222.07,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,54.58,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2464.44,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1168,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2616.67,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1516.67,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2316.67,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1512.67,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1147.33,2023-06-15,2023-07-14
LKA,False,False,Central,Nuwara Eliya,LK2,Central,LK23,Nuwara Eliya,2,Nuwara Eliya,6.95,80.75,pulses and nuts,Beans,KG,actual,Retail,LKR,449.33,2023-06-15,2023-07-14
